,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
0,0,0,edison,2020-11-04T10:01:44Z,alaska,367000,163387,300495,318608,0.0,0.0,0
1,113744,31,edison,2020-11-04T07:47:41Z,alaska,367000,163387,300495,318608,0.605,0.352,0
2,132475,36,edison,2020-11-04T08:57:55Z,alaska,367000,163387,300495,318608,0.614,0.347,0
3,172031,56,edison,2020-11-04T18:34:58Z,alaska,367000,163387,300495,318608,0.629,0.33,0
4,190970,61,edison,2020-11-09T19:09:13Z,alaska,367000,163387,300495,318608,0.622,0.336,0
5,240234,75,edison,2020-11-11T02:46:15Z,alaska,367000,163387,300495,318608,0.58,0.381,0
6,260983,75,edison,2020-11-11T13:18:28Z,alaska,367000,163387,300495,318608,0.569,0.391,0
7,286788,78,edison,2020-11-12T16:41:43Z,alaska,367000,163387,300495,318608,0.559,0.403,0
8,312033,99,edison,2020-11-13T02:25:15Z,alaska,367000,163387,300495,318608,0.541,0.421,0
9,325194,99,edison,2020-11-13T13:55:46Z,alaska,367000,163387,300495,318608,0.533,0.425,0
10,334789,99,edison,2020-11-14T02:43:02Z,alaska,367000,163387,300495,318608,0.535,0.427,0
11,339523,99,edison,2020-11-15T18:48:47Z,alaska,367000,163387,300495,318608,0.535,0.427,0
12,349473,99,edison,2020-11-16T17:01:35Z,alaska,367000,163387,300495,318608,0.532,0.43,0
13,356796,99,edison,2020-11-19T13:17:03Z,alaska,367000,163387,300495,318608,0.531,0.43,0
14,356845,99,ap,2020-11-19T00:39:05.800Z,alaska,367000,163387,300495,318608,0.531,0.43,0
15,0,0,edison,2020-11-04T10:02:44Z,alabama,2300000,1318255,2074338,2123372,0.0,0.0,0
16,1053,0,edison,2020-11-04T01:23:07Z,alabama,2300000,1318255,2074338,2123372,0.407,0.585,0
17,2190,0,edison,2020-11-04T01:28:39Z,alabama,2300000,1318255,2074338,2123372,0.395,0.602,0
18,3709,0,edison,2020-11-04T01:29:35Z,alabama,2300000,1318255,2074338,2123372,0.506,0.489,0
19,4280,0,edison,2020-11-04T01:32:46Z,alabama,2300000,1318255,2074338,2123372,0.52,0.474,0
20,5249,0,edison,2020-11-04T01:40:51Z,alabama,2300000,1318255,2074338,2123372,0.516,0.476,0
21,8971,0,edison,2020-11-04T01:41:31Z,alabama,2300000,1318255,2074338,2123372,0.472,0.52,0
22,9234,0,edison,2020-11-04T01:42:13Z,alabama,2300000,1318255,2074338,2123372,0.463,0.53,0
23,10648,0,edison,2020-11-04T01:43:04Z,alabama,2300000,1318255,2074338,2123372,0.439,0.551,0
24,11670,0,edison,2020-11-04T01:45:58Z,alabama,2300000,1318255,2074338,2123372,0.475,0.515,0
25,11672,0,edison,2020-11-04T01:46:29Z,alabama,2300000,1318255,2074338,2123372,0.475,0.515,0
26,18631,1,edison,2020-11-04T01:49:11Z,alabama,2300000,1318255,2074338,2123372,0.398,0.592,0
27,21290,1,edison,2020-11-04T01:52:02Z,alabama,2300000,1318255,2074338,2123372,0.406,0.58,0
28,23626,1,edison,2020-11-04T01:55:09Z,alabama,2300000,1318255,2074338,2123372,0.423,0.564,0
29,30815,1,edison,2020-11-04T01:56:07Z,alabama,2300000,1318255,2074338,2123372,0.452,0.533,0
30,32278,1,edison,2020-11-04T01:57:36Z,alabama,2300000,1318255,2074338,2123372,0.454,0.53,0
31,40640,2,edison,2020-11-04T02:00:03Z,alabama,2300000,1318255,2074338,2123372,0.468,0.519,0
32,57276,2,edison,2020-11-04T02:02:35Z,alabama,2300000,1318255,2074338,2123372,0.462,0.526,0
33,57720,2,edison,2020-11-04T02:02:42Z,alabama,2300000,1318255,2074338,2123372,0.465,0.523,0
34,60973,3,edison,2020-11-04T02:03:00Z,alabama,2300000,1318255,2074338,2123372,0.489,0.499,0
35,61798,3,edison,2020-11-04T02:04:16Z,alabama,2300000,1318255,2074338,2123372,0.491,0.497,0
36,64748,3,edison,2020-11-04T02:06:06Z,alabama,2300000,1318255,2074338,2123372,0.498,0.49,0
37,66834,3,edison,2020-11-04T02:08:52Z,alabama,2300000,1318255,2074338,2123372,0.497,0.49,0
38,87270,4,edison,2020-11-04T02:09:29Z,alabama,2300000,1318255,2074338,2123372,0.538,0.449,0
39,87819,4,edison,2020-11-04T02:09:46Z,alabama,2300000,1318255,2074338,2123372,0.54,0.447,0
40,96685,4,edison,2020-11-04T02:10:50Z,alabama,2300000,1318255,2074338,2123372,0.501,0.485,0
41,102521,4,edison,2020-11-04T02:12:20Z,alabama,2300000,1318255,2074338,2123372,0.514,0.473,0
42,106641,4,edison,2020-11-04T02:12:31Z,alabama,2300000,1318255,2074338,2123372,0.517,0.47,0
43,110254,5,edison,2020-11-04T02:16:36Z,alabama,2300000,1318255,2074338,2123372,0.522,0.466,0
44,115261,5,edison,2020-11-04T02:16:48Z,alabama,2300000,1318255,2074338,2123372,0.539,0.449,0
45,117598,5,edison,2020-11-04T02:17:24Z,alabama,2300000,1318255,2074338,2123372,0.544,0.444,0
46,150325,6,edison,2020-11-04T02:18:14Z,alabama,2300000,1318255,2074338,2123372,0.503,0.485,0
47,167645,7,edison,2020-11-04T02:19:55Z,alabama,2300000,1318255,2074338,2123372,0.489,0.499,0
48,177093,7,edison,2020-11-04T02:22:05Z,alabama,2300000,1318255,2074338,2123372,0.502,0.487,0
49,193780,8,edison,2020-11-04T02:22:13Z,alabama,2300000,1318255,2074338,2123372,0.51,0.477,0
50,200496,8,edison,2020-11-04T02:22:55Z,alabama,2300000,1318255,2074338,2123372,0.523,0.465,0
51,210956,9,edison,2020-11-04T02:23:15Z,alabama,2300000,1318255,2074338,2123372,0.531,0.457,0
52,218259,9,edison,2020-11-04T02:23:54Z,alabama,2300000,1318255,2074338,2123372,0.54,0.447,0
53,218829,9,edison,2020-11-04T02:25:01Z,alabama,2300000,1318255,2074338,2123372,0.541,0.447,0
54,233304,10,edison,2020-11-04T02:26:10Z,alabama,2300000,1318255,2074338,2123372,0.547,0.44,0
55,242977,10,edison,2020-11-04T02:26:59Z,alabama,2300000,1318255,2074338,2123372,0.555,0.432,0
56,252138,11,edison,2020-11-04T02:27:21Z,alabama,2300000,1318255,2074338,2123372,0.56,0.428,0
57,255016,11,edison,2020-11-04T02:27:48Z,alabama,2300000,1318255,2074338,2123372,0.559,0.429,0
58,257678,11,edison,2020-11-04T02:28:17Z,alabama,2300000,1318255,2074338,2123372,0.562,0.425,0
59,264984,11,edison,2020-11-04T02:29:00Z,alabama,2300000,1318255,2074338,2123372,0.568,0.42,0
60,269473,11,edison,2020-11-04T02:31:33Z,alabama,2300000,1318255,2074338,2123372,0.569,0.419,0
61,270553,11,edison,2020-11-04T02:31:58Z,alabama,2300000,1318255,2074338,2123372,0.57,0.418,0
62,273485,11,edison,2020-11-04T02:32:19Z,alabama,2300000,1318255,2074338,2123372,0.572,0.416,0
63,289656,12,edison,2020-11-04T02:32:33Z,alabama,2300000,1318255,2074338,2123372,0.591,0.397,0
64,303052,13,edison,2020-11-04T02:33:33Z,alabama,2300000,1318255,2074338,2123372,0.603,0.386,0
65,307778,13,edison,2020-11-04T02:33:39Z,alabama,2300000,1318255,2074338,2123372,0.6,0.388,0
66,310028,13,edison,2020-11-04T02:34:46Z,alabama,2300000,1318255,2074338,2123372,0.602,0.386,0
67,316226,13,edison,2020-11-04T02:35:38Z,alabama,2300000,1318255,2074338,2123372,0.605,0.384,0
68,351230,15,edison,2020-11-04T02:35:52Z,alabama,2300000,1318255,2074338,2123372,0.568,0.42,0
69,382216,16,edison,2020-11-04T02:38:15Z,alabama,2300000,1318255,2074338,2123372,0.569,0.419,0
70,387164,16,edison,2020-11-04T02:38:29Z,alabama,2300000,1318255,2074338,2123372,0.573,0.414,0
71,388800,16,edison,2020-11-04T02:38:46Z,alabama,2300000,1318255,2074338,2123372,0.573,0.415,0
72,394235,17,edison,2020-11-04T02:39:23Z,alabama,2300000,1318255,2074338,2123372,0.578,0.41,0
73,398903,17,edison,2020-11-04T02:39:35Z,alabama,2300000,1318255,2074338,2123372,0.578,0.41,0
74,401116,17,edison,2020-11-04T02:40:43Z,alabama,2300000,1318255,2074338,2123372,0.578,0.41,0
75,402460,17,edison,2020-11-04T02:42:18Z,alabama,2300000,1318255,2074338,2123372,0.579,0.409,0
76,406849,17,edison,2020-11-04T02:43:53Z,alabama,2300000,1318255,2074338,2123372,0.581,0.407,0
77,422048,18,edison,2020-11-04T02:45:28Z,alabama,2300000,1318255,2074338,2123372,0.57,0.419,0
78,426538,18,edison,2020-11-04T02:45:43Z,alabama,2300000,1318255,2074338,2123372,0.571,0.417,0
79,440871,19,edison,2020-11-04T02:45:54Z,alabama,2300000,1318255,2074338,2123372,0.582,0.406,0
80,452145,19,edison,2020-11-04T02:50:20Z,alabama,2300000,1318255,2074338,2123372,0.586,0.402,0
81,454854,19,edison,2020-11-04T02:50:58Z,alabama,2300000,1318255,2074338,2123372,0.587,0.401,0
82,459786,19,edison,2020-11-04T02:51:56Z,alabama,2300000,1318255,2074338,2123372,0.587,0.401,0
83,473200,20,edison,2020-11-04T02:52:39Z,alabama,2300000,1318255,2074338,2123372,0.593,0.395,0
84,480531,20,edison,2020-11-04T02:52:42Z,alabama,2300000,1318255,2074338,2123372,0.596,0.392,0
85,514594,22,edison,2020-11-04T02:54:26Z,alabama,2300000,1318255,2074338,2123372,0.592,0.396,0
86,516083,22,edison,2020-11-04T02:55:57Z,alabama,2300000,1318255,2074338,2123372,0.592,0.396,0
87,554303,23,edison,2020-11-04T02:56:15Z,alabama,2300000,1318255,2074338,2123372,0.595,0.393,0
88,566449,24,edison,2020-11-04T02:56:28Z,alabama,2300000,1318255,2074338,2123372,0.597,0.391,0
89,573225,24,edison,2020-11-04T02:57:53Z,alabama,2300000,1318255,2074338,2123372,0.594,0.394,0
90,583921,25,edison,2020-11-04T02:58:08Z,alabama,2300000,1318255,2074338,2123372,0.595,0.393,0
91,589136,25,edison,2020-11-04T02:58:42Z,alabama,2300000,1318255,2074338,2123372,0.592,0.396,0
92,590341,25,edison,2020-11-04T02:59:22Z,alabama,2300000,1318255,2074338,2123372,0.592,0.396,0
93,593003,25,edison,2020-11-04T03:01:01Z,alabama,2300000,1318255,2074338,2123372,0.592,0.396,0
94,605794,25,edison,2020-11-04T03:03:29Z,alabama,2300000,1318255,2074338,2123372,0.598,0.39,0
95,635162,27,edison,2020-11-04T03:06:21Z,alabama,2300000,1318255,2074338,2123372,0.607,0.381,0
96,642315,27,edison,2020-11-04T03:06:59Z,alabama,2300000,1318255,2074338,2123372,0.606,0.382,0
97,652784,27,edison,2020-11-04T03:08:18Z,alabama,2300000,1318255,2074338,2123372,0.61,0.378,0
98,661443,28,edison,2020-11-04T03:09:05Z,alabama,2300000,1318255,2074338,2123372,0.613,0.375,0
99,743828,31,edison,2020-11-04T03:09:25Z,alabama,2300000,1318255,2074338,2123372,0.586,0.401,0
100,753131,32,edison,2020-11-04T03:12:01Z,alabama,2300000,1318255,2074338,2123372,0.59,0.397,0
101,754766,32,edison,2020-11-04T03:14:02Z,alabama,2300000,1318255,2074338,2123372,0.591,0.397,0
102,761603,32,edison,2020-11-04T03:14:47Z,alabama,2300000,1318255,2074338,2123372,0.593,0.394,0
103,769023,32,edison,2020-11-04T03:15:22Z,alabama,2300000,1318255,2074338,2123372,0.593,0.395,0
104,804036,34,edison,2020-11-04T03:16:18Z,alabama,2300000,1318255,2074338,2123372,0.596,0.392,0
105,832953,35,edison,2020-11-04T03:16:42Z,alabama,2300000,1318255,2074338,2123372,0.605,0.383,0
106,845228,36,edison,2020-11-04T03:17:36Z,alabama,2300000,1318255,2074338,2123372,0.609,0.379,0
107,854682,36,edison,2020-11-04T03:18:38Z,alabama,2300000,1318255,2074338,2123372,0.608,0.38,0
108,887955,37,edison,2020-11-04T03:19:26Z,alabama,2300000,1318255,2074338,2123372,0.606,0.382,0
109,905303,38,edison,2020-11-04T03:20:10Z,alabama,2300000,1318255,2074338,2123372,0.61,0.378,0
110,917962,39,edison,2020-11-04T03:20:36Z,alabama,2300000,1318255,2074338,2123372,0.612,0.376,0
111,926122,39,edison,2020-11-04T03:21:04Z,alabama,2300000,1318255,2074338,2123372,0.614,0.374,0
112,927741,39,edison,2020-11-04T03:22:41Z,alabama,2300000,1318255,2074338,2123372,0.614,0.374,0
113,961095,40,edison,2020-11-04T03:23:35Z,alabama,2300000,1318255,2074338,2123372,0.62,0.368,0
114,970877,41,edison,2020-11-04T03:24:12Z,alabama,2300000,1318255,2074338,2123372,0.621,0.367,0
115,1019460,43,edison,2020-11-04T03:25:19Z,alabama,2300000,1318255,2074338,2123372,0.625,0.362,0
116,1020191,43,edison,2020-11-04T03:25:56Z,alabama,2300000,1318255,2074338,2123372,0.626,0.362,0
117,1036595,44,edison,2020-11-04T03:26:28Z,alabama,2300000,1318255,2074338,2123372,0.624,0.363,0
118,1042877,44,edison,2020-11-04T03:26:41Z,alabama,2300000,1318255,2074338,2123372,0.622,0.366,0
119,1045742,44,edison,2020-11-04T03:28:28Z,alabama,2300000,1318255,2074338,2123372,0.623,0.365,0
120,1053693,44,edison,2020-11-04T03:30:56Z,alabama,2300000,1318255,2074338,2123372,0.623,0.365,0
121,1091758,46,edison,2020-11-04T03:32:55Z,alabama,2300000,1318255,2074338,2123372,0.623,0.365,0
122,1093509,46,edison,2020-11-04T03:33:16Z,alabama,2300000,1318255,2074338,2123372,0.623,0.365,0
123,1109466,47,edison,2020-11-04T03:33:50Z,alabama,2300000,1318255,2074338,2123372,0.625,0.363,0
124,1118645,47,edison,2020-11-04T03:34:12Z,alabama,2300000,1318255,2074338,2123372,0.627,0.361,0
125,1131209,48,edison,2020-11-04T03:35:23Z,alabama,2300000,1318255,2074338,2123372,0.629,0.359,0
126,1139283,48,edison,2020-11-04T03:36:04Z,alabama,2300000,1318255,2074338,2123372,0.631,0.358,0
127,1163951,49,edison,2020-11-04T03:36:19Z,alabama,2300000,1318255,2074338,2123372,0.632,0.356,0
128,1169348,49,edison,2020-11-04T03:36:41Z,alabama,2300000,1318255,2074338,2123372,0.632,0.356,0
129,1181775,50,edison,2020-11-04T03:39:21Z,alabama,2300000,1318255,2074338,2123372,0.627,0.361,0
130,1230361,52,edison,2020-11-04T03:41:28Z,alabama,2300000,1318255,2074338,2123372,0.627,0.361,0
131,1274884,54,edison,2020-11-04T03:44:11Z,alabama,2300000,1318255,2074338,2123372,0.624,0.364,0
132,1275671,54,edison,2020-11-04T03:44:37Z,alabama,2300000,1318255,2074338,2123372,0.624,0.364,0
133,1281555,54,edison,2020-11-04T03:44:58Z,alabama,2300000,1318255,2074338,2123372,0.622,0.365,0
134,1286158,54,edison,2020-11-04T03:46:24Z,alabama,2300000,1318255,2074338,2123372,0.621,0.366,0
135,1291940,54,edison,2020-11-04T03:48:07Z,alabama,2300000,1318255,2074338,2123372,0.62,0.367,0
136,1310559,55,edison,2020-11-04T03:49:33Z,alabama,2300000,1318255,2074338,2123372,0.621,0.366,0
137,1326406,56,edison,2020-11-04T03:49:58Z,alabama,2300000,1318255,2074338,2123372,0.624,0.363,0
138,1355319,57,edison,2020-11-04T03:50:06Z,alabama,2300000,1318255,2074338,2123372,0.624,0.363,0
139,1441203,61,edison,2020-11-04T03:51:49Z,alabama,2300000,1318255,2074338,2123372,0.631,0.356,0
140,1447063,61,edison,2020-11-04T03:52:41Z,alabama,2300000,1318255,2074338,2123372,0.632,0.355,0
141,1458644,61,edison,2020-11-04T03:53:35Z,alabama,2300000,1318255,2074338,2123372,0.632,0.355,0
142,1504394,63,edison,2020-11-04T03:54:06Z,alabama,2300000,1318255,2074338,2123372,0.635,0.352,0
143,1527500,64,edison,2020-11-04T03:54:19Z,alabama,2300000,1318255,2074338,2123372,0.637,0.35,0
144,1529147,64,edison,2020-11-04T03:55:07Z,alabama,2300000,1318255,2074338,2123372,0.637,0.35,0
145,1537999,65,edison,2020-11-04T03:55:21Z,alabama,2300000,1318255,2074338,2123372,0.638,0.35,0
146,1544770,65,edison,2020-11-04T03:56:43Z,alabama,2300000,1318255,2074338,2123372,0.639,0.349,0
147,1546202,65,edison,2020-11-04T03:59:40Z,alabama,2300000,1318255,2074338,2123372,0.639,0.349,0
148,1575524,66,edison,2020-11-04T04:00:00Z,alabama,2300000,1318255,2074338,2123372,0.643,0.345,0
149,1607898,68,edison,2020-11-04T04:03:03Z,alabama,2300000,1318255,2074338,2123372,0.644,0.343,0
150,1608907,68,edison,2020-11-04T04:04:42Z,alabama,2300000,1318255,2074338,2123372,0.644,0.343,0
151,1619603,68,edison,2020-11-04T04:12:03Z,alabama,2300000,1318255,2074338,2123372,0.645,0.342,0
152,1641573,69,edison,2020-11-04T04:15:33Z,alabama,2300000,1318255,2074338,2123372,0.645,0.342,0
153,1662540,70,edison,2020-11-04T04:17:29Z,alabama,2300000,1318255,2074338,2123372,0.648,0.339,0
154,1665303,70,edison,2020-11-04T04:18:55Z,alabama,2300000,1318255,2074338,2123372,0.648,0.339,0
155,1669292,70,edison,2020-11-04T04:27:41Z,alabama,2300000,1318255,2074338,2123372,0.648,0.339,0
156,1713773,72,edison,2020-11-04T04:33:36Z,alabama,2300000,1318255,2074338,2123372,0.648,0.339,0
157,1715970,72,edison,2020-11-04T04:39:13Z,alabama,2300000,1318255,2074338,2123372,0.648,0.339,0
158,1750084,74,edison,2020-11-04T04:43:59Z,alabama,2300000,1318255,2074338,2123372,0.651,0.336,0
159,1801704,76,edison,2020-11-04T04:47:53Z,alabama,2300000,1318255,2074338,2123372,0.648,0.338,0
160,1823884,77,edison,2020-11-04T04:59:39Z,alabama,2300000,1318255,2074338,2123372,0.649,0.337,0
161,1866433,78,edison,2020-11-04T05:04:23Z,alabama,2300000,1318255,2074338,2123372,0.647,0.339,0
162,1866604,78,edison,2020-11-04T05:05:17Z,alabama,2300000,1318255,2074338,2123372,0.647,0.339,0
163,1962099,82,edison,2020-11-04T05:06:58Z,alabama,2300000,1318255,2074338,2123372,0.64,0.347,0
164,1974957,83,edison,2020-11-04T05:34:58Z,alabama,2300000,1318255,2074338,2123372,0.638,0.348,0
165,1997169,84,edison,2020-11-04T05:40:33Z,alabama,2300000,1318255,2074338,2123372,0.639,0.347,0
166,2002041,84,edison,2020-11-04T05:52:31Z,alabama,2300000,1318255,2074338,2123372,0.639,0.347,0
167,2009963,84,edison,2020-11-04T06:12:38Z,alabama,2300000,1318255,2074338,2123372,0.639,0.348,0
168,2037602,89,edison,2020-11-04T06:27:48Z,alabama,2300000,1318255,2074338,2123372,0.64,0.347,0
169,2039674,89,edison,2020-11-04T06:29:29Z,alabama,2300000,1318255,2074338,2123372,0.64,0.346,0
170,2054943,89,edison,2020-11-04T06:30:35Z,alabama,2300000,1318255,2074338,2123372,0.639,0.347,0
171,2056085,89,edison,2020-11-04T06:31:52Z,alabama,2300000,1318255,2074338,2123372,0.639,0.347,0
172,2062702,90,edison,2020-11-04T06:32:55Z,alabama,2300000,1318255,2074338,2123372,0.64,0.347,0
173,2075240,90,edison,2020-11-04T06:33:57Z,alabama,2300000,1318255,2074338,2123372,0.641,0.345,0
174,2107783,92,edison,2020-11-04T06:35:22Z,alabama,2300000,1318255,2074338,2123372,0.635,0.352,0
175,2109338,92,edison,2020-11-04T06:36:18Z,alabama,2300000,1318255,2074338,2123372,0.635,0.352,0
176,2120162,92,edison,2020-11-04T06:37:13Z,alabama,2300000,1318255,2074338,2123372,0.636,0.351,0
177,2141270,93,edison,2020-11-04T06:38:09Z,alabama,2300000,1318255,2074338,2123372,0.634,0.352,0
178,2145118,93,edison,2020-11-04T06:39:10Z,alabama,2300000,1318255,2074338,2123372,0.634,0.352,0
179,2157715,94,edison,2020-11-04T06:55:35Z,alabama,2300000,1318255,2074338,2123372,0.634,0.353,0
180,2159275,94,edison,2020-11-04T07:10:16Z,alabama,2300000,1318255,2074338,2123372,0.633,0.353,0
181,2230255,97,edison,2020-11-04T08:02:25Z,alabama,2300000,1318255,2074338,2123372,0.632,0.355,0
182,2279481,99,edison,2020-11-04T17:07:25Z,alabama,2300000,1318255,2074338,2123372,0.622,0.364,0
183,2294456,99,edison,2020-11-04T20:19:14Z,alabama,2300000,1318255,2074338,2123372,0.623,0.363,0
184,2294523,99,edison,2020-11-04T20:23:33Z,alabama,2300000,1318255,2074338,2123372,0.623,0.363,0
185,2297471,99,edison,2020-11-04T20:58:46Z,alabama,2300000,1318255,2074338,2123372,0.623,0.363,0
186,2297624,99,edison,2020-11-04T21:08:16Z,alabama,2300000,1318255,2074338,2123372,0.623,0.363,0
187,2297216,99,edison,2020-11-06T18:37:30Z,alabama,2300000,1318255,2074338,2123372,0.623,0.363,0
188,2309900,99,edison,2020-11-06T22:25:48Z,alabama,2300000,1318255,2074338,2123372,0.621,0.365,0
189,2303037,99,ap,2020-11-15T15:56:03.037Z,alabama,2300000,1318255,2074338,2123372,0.623,0.366,0
190,2309900,99,edison,2020-11-18T17:17:28Z,alabama,2300000,1318255,2074338,2123372,0.621,0.365,0
191,0,0,edison,2020-11-04T08:38:22Z,arkansas,1225000,684872,1069468,1130635,0.0,0.0,0
192,2119,0,edison,2020-11-04T01:37:24Z,arkansas,1225000,684872,1069468,1130635,0.602,0.366,0
193,13130,1,edison,2020-11-04T01:37:46Z,arkansas,1225000,684872,1069468,1130635,0.736,0.235,0
194,60945,5,edison,2020-11-04T01:42:45Z,arkansas,1225000,684872,1069468,1130635,0.694,0.284,0
195,64224,5,edison,2020-11-04T01:43:29Z,arkansas,1225000,684872,1069468,1130635,0.7,0.277,0
196,67746,5,edison,2020-11-04T01:48:46Z,arkansas,1225000,684872,1069468,1130635,0.699,0.279,0
197,73207,6,edison,2020-11-04T01:49:46Z,arkansas,1225000,684872,1069468,1130635,0.705,0.273,0
198,112053,9,edison,2020-11-04T01:50:45Z,arkansas,1225000,684872,1069468,1130635,0.685,0.293,0
199,158484,12,edison,2020-11-04T01:52:47Z,arkansas,1225000,684872,1069468,1130635,0.668,0.308,0
200,166955,13,edison,2020-11-04T01:54:46Z,arkansas,1225000,684872,1069468,1130635,0.674,0.302,0
201,179877,14,edison,2020-11-04T01:56:45Z,arkansas,1225000,684872,1069468,1130635,0.682,0.294,0
202,180308,14,edison,2020-11-04T02:00:47Z,arkansas,1225000,684872,1069468,1130635,0.681,0.295,0
203,180990,14,edison,2020-11-04T02:01:17Z,arkansas,1225000,684872,1069468,1130635,0.681,0.294,0
204,185120,15,edison,2020-11-04T02:01:45Z,arkansas,1225000,684872,1069468,1130635,0.682,0.294,0
205,191879,15,edison,2020-11-04T02:05:15Z,arkansas,1225000,684872,1069468,1130635,0.679,0.296,0
206,197897,16,edison,2020-11-04T02:07:32Z,arkansas,1225000,684872,1069468,1130635,0.683,0.292,0
207,203539,16,edison,2020-11-04T02:08:46Z,arkansas,1225000,684872,1069468,1130635,0.684,0.292,0
208,331194,26,edison,2020-11-04T02:09:59Z,arkansas,1225000,684872,1069468,1130635,0.563,0.413,0
209,336739,27,edison,2020-11-04T02:10:50Z,arkansas,1225000,684872,1069468,1130635,0.565,0.411,0
210,439509,35,edison,2020-11-04T02:11:45Z,arkansas,1225000,684872,1069468,1130635,0.575,0.4,0
211,442939,35,edison,2020-11-04T02:12:53Z,arkansas,1225000,684872,1069468,1130635,0.573,0.403,0
212,460611,36,edison,2020-11-04T02:14:13Z,arkansas,1225000,684872,1069468,1130635,0.579,0.396,0
213,460612,36,edison,2020-11-04T02:14:47Z,arkansas,1225000,684872,1069468,1130635,0.579,0.396,0
214,466464,37,edison,2020-11-04T02:15:46Z,arkansas,1225000,684872,1069468,1130635,0.582,0.394,0
215,471312,37,edison,2020-11-04T02:16:30Z,arkansas,1225000,684872,1069468,1130635,0.582,0.393,0
216,481420,38,edison,2020-11-04T02:23:26Z,arkansas,1225000,684872,1069468,1130635,0.582,0.393,0
217,481890,38,edison,2020-11-04T02:26:59Z,arkansas,1225000,684872,1069468,1130635,0.583,0.393,0
218,484663,38,edison,2020-11-04T02:27:27Z,arkansas,1225000,684872,1069468,1130635,0.584,0.392,0
219,488676,38,edison,2020-11-04T02:29:04Z,arkansas,1225000,684872,1069468,1130635,0.585,0.39,0
220,495309,39,edison,2020-11-04T02:30:56Z,arkansas,1225000,684872,1069468,1130635,0.585,0.39,0
221,497058,39,edison,2020-11-04T02:31:49Z,arkansas,1225000,684872,1069468,1130635,0.586,0.389,0
222,501150,39,edison,2020-11-04T02:32:03Z,arkansas,1225000,684872,1069468,1130635,0.587,0.388,0
223,503998,40,edison,2020-11-04T02:36:37Z,arkansas,1225000,684872,1069468,1130635,0.586,0.388,0
224,507203,40,edison,2020-11-04T02:39:31Z,arkansas,1225000,684872,1069468,1130635,0.588,0.387,0
225,508213,40,edison,2020-11-04T02:40:34Z,arkansas,1225000,684872,1069468,1130635,0.587,0.388,0
226,509308,40,edison,2020-11-04T02:40:46Z,arkansas,1225000,684872,1069468,1130635,0.587,0.388,0
227,511632,40,edison,2020-11-04T02:42:40Z,arkansas,1225000,684872,1069468,1130635,0.588,0.386,0
228,512593,40,edison,2020-11-04T02:45:05Z,arkansas,1225000,684872,1069468,1130635,0.589,0.386,0
229,516520,41,edison,2020-11-04T02:46:03Z,arkansas,1225000,684872,1069468,1130635,0.59,0.384,0
230,519995,41,edison,2020-11-04T02:49:07Z,arkansas,1225000,684872,1069468,1130635,0.592,0.383,0
231,524813,41,edison,2020-11-04T02:49:28Z,arkansas,1225000,684872,1069468,1130635,0.593,0.382,0
232,526522,41,edison,2020-11-04T02:51:05Z,arkansas,1225000,684872,1069468,1130635,0.594,0.381,0
233,527570,42,edison,2020-11-04T02:51:30Z,arkansas,1225000,684872,1069468,1130635,0.594,0.38,0
234,531069,42,edison,2020-11-04T02:52:36Z,arkansas,1225000,684872,1069468,1130635,0.596,0.379,0
235,538562,42,edison,2020-11-04T02:54:49Z,arkansas,1225000,684872,1069468,1130635,0.599,0.376,0
236,539649,42,edison,2020-11-04T02:58:07Z,arkansas,1225000,684872,1069468,1130635,0.599,0.376,0
237,545441,43,edison,2020-11-04T02:59:25Z,arkansas,1225000,684872,1069468,1130635,0.601,0.373,0
238,547210,43,edison,2020-11-04T03:02:04Z,arkansas,1225000,684872,1069468,1130635,0.601,0.373,0
239,549262,43,edison,2020-11-04T03:02:38Z,arkansas,1225000,684872,1069468,1130635,0.602,0.373,0
240,551084,43,edison,2020-11-04T03:06:32Z,arkansas,1225000,684872,1069468,1130635,0.602,0.372,0
241,553227,44,edison,2020-11-04T03:07:07Z,arkansas,1225000,684872,1069468,1130635,0.603,0.371,0
242,565730,45,edison,2020-11-04T03:09:54Z,arkansas,1225000,684872,1069468,1130635,0.606,0.368,0
243,570886,45,edison,2020-11-04T03:10:39Z,arkansas,1225000,684872,1069468,1130635,0.608,0.367,0
244,595253,47,edison,2020-11-04T03:11:29Z,arkansas,1225000,684872,1069468,1130635,0.613,0.361,0
245,597284,47,edison,2020-11-04T03:12:19Z,arkansas,1225000,684872,1069468,1130635,0.613,0.361,0
246,605752,48,edison,2020-11-04T03:14:47Z,arkansas,1225000,684872,1069468,1130635,0.616,0.358,0
247,611464,48,edison,2020-11-04T03:16:50Z,arkansas,1225000,684872,1069468,1130635,0.617,0.357,0
248,624285,49,edison,2020-11-04T03:18:29Z,arkansas,1225000,684872,1069468,1130635,0.619,0.355,0
249,657541,52,edison,2020-11-04T03:20:48Z,arkansas,1225000,684872,1069468,1130635,0.622,0.353,0
250,671410,53,edison,2020-11-04T03:21:20Z,arkansas,1225000,684872,1069468,1130635,0.623,0.351,0
251,673837,53,edison,2020-11-04T03:22:16Z,arkansas,1225000,684872,1069468,1130635,0.623,0.352,0
252,675573,53,edison,2020-11-04T03:22:32Z,arkansas,1225000,684872,1069468,1130635,0.623,0.351,0
